Country,Year,Inflation
Antigua and Barbuda,2017,2.43248789
Australia,2017,1.948647409
Austria,2017,2.081269114
Azerbaijan,2017,12.93591842
Burundi,2017,16.0525353
Belgium,2017,2.12597086
Benin,2017,1.769412474
Burkina Faso,2017,1.482998972
Bangladesh,2017,5.702070157
Bulgaria,2017,2.061596194
Bahrain,2017,1.386718306
"Bahamas, The",2017,1.518207007
Bosnia and Herzegovina,2017,
Belarus,2017,6.031837252
Belize,2017,1.147653393
Bermuda,2017,
Bolivia,2017,2.822758055
Brazil,2017,3.44637335
Barbados,2017,4.66018464
Brunei Darussalam,2017,-1.260505646
Bhutan,2017,4.95508367
Botswana,2017,3.308280768
Central African Republic,2017,4.180723319
Canada,2017,1.596884129
Central Europe and the Baltics,2017,2.075935537
Switzerland,2017,0.53378784
Channel Islands,2017,
Chile,2017,2.182718469
China,2017,1.593136001
Cote d'Ivoire,2017,0.685881065
Cameroon,2017,0.64040915
"Congo, Dem. Rep.",2017,
"Congo, Rep.",2017,0.450063823
Colombia,2017,4.314313257
Comoros,2017,
Cabo Verde,2017,0.784415251
Costa Rica,2017,1.62590693
Caribbean small states,2017,1.880384402
Cuba,2017,
Curacao,2017,1.585588017
Cayman Islands,2017,
Cyprus,2017,0.531766496
Czechia,2017,2.450533985
Germany,2017,1.509494851
Djibouti,2017,0.568112117
Dominica,2017,0.296252889
Denmark,2017,1.14713217
Dominican Republic,2017,3.279556947
Algeria,2017,5.59111591
East Asia & Pacific (excluding high income),2017,2.88291165
Early-demographic dividend,2017,3.465325394
East Asia & Pacific,2017,1.800342225
Europe & Central Asia (excluding high income),2017,3.683329444
Europe & Central Asia,2017,1.956076334
Ecuador,2017,0.417335589
"Egypt, Arab Rep.",2017,29.50660839
Euro area,2017,1.381458714
Eritrea,2017,
Spain,2017,1.956076334
Estonia,2017,3.417235495
Ethiopia,2017,10.68711503
European Union,2017,1.429107433
Fragile and conflict affected situations,2017,3.488548254
Finland,2017,0.754015047
Fiji,2017,3.347578348
France,2017,1.032282751
Faroe Islands,2017,
"Micronesia, Fed. Sts.",2017,0.582253735
Gabon,2017,2.651925831
United Kingdom,2017,2.557755776
Georgia,2017,6.035317253
Ghana,2017,12.37192155
Gibraltar,2017,
Guinea,2017,8.914359479
"Gambia, The",2017,8.034189745
Guinea-Bissau,2017,1.691114618
Equatorial Guinea,2017,0.744354747
Greece,2017,1.12125452
Grenada,2017,0.908458256
Greenland,2017,
Guatemala,2017,4.424536552
Guam,2017,
Guyana,2017,1.904656155
High income,2017,1.585588017
"Hong Kong SAR, China",2017,1.493872439
Honduras,2017,3.934360844
Heavily indebted poor countries (HIPC),2017,4.975951506
Croatia,2017,1.129372103
Haiti,2017,10.68008872
Hungary,2017,2.348242812
IBRD only,2017,3.326033925
IDA & IBRD total,2017,3.396975849
IDA total,2017,3.738883885
IDA blend,2017,0.908458256
Indonesia,2017,3.80879807
IDA only,2017,4.180723319
Isle of Man,2017,
India,2017,3.328173375
Not classified,2017,
Ireland,2017,0.340531561
"Iran, Islamic Rep.",2017,8.044924377
Iraq,2017,0.184058899
Iceland,2017,1.760415592
Israel,2017,0.259414975
Italy,2017,1.226533166
Jamaica,2017,4.37839865
Jordan,2017,3.323894476
Japan,2017,0.484199796
Kazakhstan,2017,7.440004373
Kenya,2017,8.005722791
Kyrgyz Republic,2017,3.175309864
Cambodia,2017,2.912635574
Kiribati,2017,0.355520889
St. Kitts and Nevis,2017,0.694916712
"Korea, Rep.",2017,1.944332308
Kuwait,2017,2.171832985
Latin America & Caribbean (excluding high income),2017,3.279556947
Lao PDR,2017,0.825478608
Lebanon,2017,4.321352183
Liberia,2017,12.41963239
Libya,2017,25.80361848
St. Lucia,2017,0.104262079
Latin America & Caribbean,2017,2.19201011
Least developed countries: UN classification,2017,4.965517588
Low income,2017,8.156863234
Liechtenstein,2017,
Sri Lanka,2017,7.704137679
Lower middle income,2017,3.892516254
Low & middle income,2017,3.647046567
Lesotho,2017,4.447699374
Late-demographic dividend,2017,2.177275727
Lithuania,2017,3.722888623
Luxembourg,2017,1.730799591
Latvia,2017,2.930363124
"Macao SAR, China",2017,1.228124041
St. Martin (French part),2017,
Morocco,2017,0.754663249
Monaco,2017,
Moldova,2017,6.570229975
Madagascar,2017,8.609050754
Maldives,2017,2.817473382
Middle East & North Africa,2017,1.597160603
Mexico,2017,6.04145724
Marshall Islands,2017,
Middle income,2017,3.396975849
North Macedonia,2017,1.351618897
Mali,2017,1.759857429
Malta,2017,1.364354482
Myanmar,2017,4.572536553
Middle East & North Africa (excluding high income),2017,4.321352183
Montenegro,2017,2.380235991
Mongolia,2017,4.301431053
Northern Mariana Islands,2017,
Mozambique,2017,15.11320739
Mauritania,2017,2.254276519
Mauritius,2017,3.666997027
Malawi,2017,11.54339392
Malaysia,2017,3.871201158
North America,2017,1.863497066
Namibia,2017,6.145799811
New Caledonia,2017,
Niger,2017,2.796373189
Nigeria,2017,16.50226621
Nicaragua,2017,3.850671663
Netherlands,2017,1.381458714
Norway,2017,1.875100596
Nepal,2017,3.627096107
Nauru,2017,
New Zealand,2017,1.850787675
OECD members,2017,1.822643361
Oman,2017,1.597160603
Other small states,2017,2.380235991
Pakistan,2017,4.08537368
Panama,2017,0.875585919
Peru,2017,2.994900458
Philippines,2017,2.853187726
Palau,2017,1.417988197
Papua New Guinea,2017,5.42204568
Poland,2017,2.075935537
Pre-demographic dividend,2017,4.975951506
Puerto Rico,2017,
"Korea, Dem. People's Rep.",2017,
Portugal,2017,1.368614116
Paraguay,2017,3.602477413
West Bank and Gaza,2017,0.212570934
Pacific island small states,2017,1.583942486
Post-demographic dividend,2017,1.762649319
French Polynesia,2017,
Qatar,2017,0.394878914
Romania,2017,1.339021211
Russian Federation,2017,3.683329444
Rwanda,2017,8.279536723
South Asia,2017,4.520228675
Saudi Arabia,2017,-0.83819458
Sudan,2017,32.3516261
Senegal,2017,1.318153148
Singapore,2017,0.57626031
Solomon Islands,2017,0.48868676
Sierra Leone,2017,18.2215094
El Salvador,2017,1.012354033
San Marino,2017,1.045976835
Somalia,2017,
Serbia,2017,3.131062486
Sub-Saharan Africa (excluding high income),2017,5.209717059
South Sudan,2017,187.8516303
Sub-Saharan Africa,2017,5.196981853
Small states,2017,1.820399997
Sao Tome and Principe,2017,5.690296199
Suriname,2017,21.99694302
Slovak Republic,2017,1.311945882
Slovenia,2017,1.429107433
Sweden,2017,1.794499047
Eswatini,2017,6.221375289
Sint Maarten (Dutch part),2017,2.19201011
Seychelles,2017,2.856795756
Syrian Arab Republic,2017,
Turks and Caicos Islands,2017,
Chad,2017,-1.53709963
East Asia & Pacific (IDA & IBRD countries),2017,2.88291165
Europe & Central Asia (IDA & IBRD countries),2017,3.153186175
Togo,2017,-0.981889869
Thailand,2017,0.665631893
Tajikistan,2017,
Turkmenistan,2017,
Latin America & the Caribbean (IDA & IBRD countries),2017,2.627622973
Timor-Leste,2017,0.52297668
Middle East & North Africa (IDA & IBRD countries),2017,4.815100289
Tonga,2017,7.517062836
South Asia (IDA & IBRD),2017,4.520228675
Sub-Saharan Africa (IDA & IBRD countries),2017,5.196981853
Trinidad and Tobago,2017,1.880384402
Tunisia,2017,5.308848396
Turkiye,2017,11.14431108
Tuvalu,2017,
Tanzania,2017,5.318716052
Uganda,2017,5.209717059
Ukraine,2017,14.43832275
Upper middle income,2017,3.205309716
Uruguay,2017,6.218093826
United States,2017,2.130110004
Uzbekistan,2017,13.87574254
St. Vincent and the Grenadines,2017,2.153336488
"Venezuela, RB",2017,
British Virgin Islands,2017,
Virgin Islands (U.S.),2017,
Viet Nam,2017,3.520256888
Vanuatu,2017,3.084526244
World,2017,2.254276519
Samoa,2017,1.749896775
Kosovo,2017,1.488234306
"Yemen, Rep.",2017,
South Africa,2017,5.184246648
Zambia,2017,6.577311542
Zimbabwe,2017,0.893962316
Aruba,2018,3.626041414
Africa Eastern and Southern,2018,4.720811389
Afghanistan,2018,0.626149149
Africa Western and Central,2018,1.784049948
Angola,2018,19.63059436
Albania,2018,2.028059631
Andorra,2018,
Arab World,2018,2.76275077
United Arab Emirates,2018,3.068633793
Argentina,2018,
Armenia,2018,2.52023382
American Samoa,2018,
Antigua and Barbuda,2018,1.207157934
Australia,2018,1.911400944
Austria,2018,1.998379814
Azerbaijan,2018,2.268546904
Burundi,2018,-2.814698077
Belgium,2018,2.053164999
Benin,2018,0.644803622
Burkina Faso,2018,1.955943027
Bangladesh,2018,5.543621395
Bulgaria,2018,2.814544738
Bahrain,2018,2.08766938
"Bahamas, The",2018,2.265863467
Bosnia and Herzegovina,2018,
Belarus,2018,4.872302206
Belize,2018,0.269982623
Bermuda,2018,
Bolivia,2018,2.272059872
Brazil,2018,3.664850284
Barbados,2018,3.673814104
Brunei Darussalam,2018,1.025051793
Bhutan,2018,2.723963862
Botswana,2018,3.238015589
Central African Republic,2018,1.61215687
Canada,2018,2.268225672
Central Europe and the Baltics,2018,2.534454242
Switzerland,2018,0.936335464
Channel Islands,2018,
Chile,2018,2.434889814
China,2018,2.0747904
Cote d'Ivoire,2018,0.359409031
Cameroon,2018,1.068858113
"Congo, Dem. Rep.",2018,
"Congo, Rep.",2018,1.152778964
Colombia,2018,3.240569329
Comoros,2018,
Cabo Verde,2018,1.256995667
Costa Rica,2018,2.221114615
Caribbean small states,2018,1.245000409
Cuba,2018,
Curacao,2018,2.583687566
Cayman Islands,2018,
Cyprus,2018,1.435491195
Czechia,2018,2.149494949
Germany,2018,1.732168798
Djibouti,2018,0.14797085
Dominica,2018,0.989191119
Denmark,2018,0.813609467
Dominican Republic,2018,3.56443426
Algeria,2018,4.269990205
East Asia & Pacific (excluding high income),2018,2.828715785
Early-demographic dividend,2018,3.975610157
East Asia & Pacific,2018,2.312603433
Europe & Central Asia (excluding high income),2018,2.615244714
Europe & Central Asia,2018,2.040612315
Ecuador,2018,-0.224103246
"Egypt, Arab Rep.",2018,14.40146578
Euro area,2018,1.703497947
Eritrea,2018,
Spain,2018,1.674981369
Estonia,2018,3.436326884
Ethiopia,2018,13.83303566
European Union,2018,1.73860862
Fragile and conflict affected situations,2018,3.214539255
Finland,2018,1.083820984
Fiji,2018,4.081476376
France,2018,1.850815083
Faroe Islands,2018,
"Micronesia, Fed. Sts.",2018,1.498400236
Gabon,2018,4.749066521
United Kingdom,2018,2.292839903
Georgia,2018,2.615244714
Ghana,2018,7.808765166
Gibraltar,2018,
Guinea,2018,9.827617013
"Gambia, The",2018,6.520968239
Guinea-Bissau,2018,0.381324703
Equatorial Guinea,2018,1.060074107
Greece,2018,0.625621413
Grenada,2018,0.804102313
Greenland,2018,
Guatemala,2018,3.751861867
Guam,2018,
Guyana,2018,1.282842884
High income,2018,1.812951565
"Hong Kong SAR, China",2018,2.40613432
Honduras,2018,4.347349378
Heavily indebted poor countries (HIPC),2018,3.067359961
Croatia,2018,1.50012501
Haiti,2018,12.48141112
Hungary,2018,2.850247926
IBRD only,2018,3.216053831
IDA & IBRD total,2018,3.198346416
IDA total,2018,3.01748181
IDA blend,2018,2.324144854
Indonesia,2018,3.198346416
IDA only,2018,3.067359961
Isle of Man,2018,
India,2018,3.938826467
Not classified,2018,
Ireland,2018,0.488370168
"Iran, Islamic Rep.",2018,18.01411834
Iraq,2018,0.367441489
Iceland,2018,2.682917683
Israel,2018,0.79407566
Italy,2018,1.137487636
Jamaica,2018,3.736638822
Jordan,2018,4.462311085
Japan,2018,0.989094598
Kazakhstan,2018,6.019130966
Kenya,2018,4.689819761
Kyrgyz Republic,2018,1.542661452
Cambodia,2018,2.459085154
Kiribati,2018,0.564030491
St. Kitts and Nevis,2018,-1.037122141
"Korea, Rep.",2018,1.47583935
Kuwait,2018,0.543133148
Latin America & Caribbean (excluding high income),2018,2.782357091
Lao PDR,2018,2.040392669
Lebanon,2018,6.076989079
Liberia,2018,23.5635149
Libya,2018,13.17020385
St. Lucia,2018,1.935618932
Latin America & Caribbean,2018,2.324144854
Least developed countries: UN classification,2018,3.477966669
Low income,2018,3.43946903
Liechtenstein,2018,
Sri Lanka,2018,2.135037737
Lower middle income,2018,4.308669791
Low & middle income,2018,3.238015589
Lesotho,2018,4.751803016
Late-demographic dividend,2018,2.474463471
Lithuania,2018,2.697927792
Luxembourg,2018,1.528195243
Latvia,2018,2.534454242
"Macao SAR, China",2018,3.004462932
St. Martin (French part),2018,
Morocco,2018,1.803916711
Monaco,2018,
Moldova,2018,3.045053973
Madagascar,2018,8.594229589
Maldives,2018,-0.133373386
Middle East & North Africa,2018,2.08766938
Mexico,2018,4.899350154
Marshall Islands,2018,
Middle income,2018,3.238015589
North Macedonia,2018,1.458312985
Mali,2018,0.299546507
Malta,2018,1.157823625
Myanmar,2018,6.872328657
Middle East & North Africa (excluding high income),2018,4.462311085
Montenegro,2018,2.611223783
Mongolia,2018,6.824247901
Northern Mariana Islands,2018,
Mozambique,2018,3.9113344
Mauritania,2018,3.067359961
Mauritius,2018,3.216053831
Malawi,2018,12.42017811
Malaysia,2018,0.884709161
North America,2018,2.355404485
Namibia,2018,4.291591053
New Caledonia,2018,
Niger,2018,2.96760366
Nigeria,2018,12.09510652
Nicaragua,2018,4.94723728
Netherlands,2018,1.703497947
Norway,2018,2.764831345
Nepal,2018,4.061163388
Nauru,2018,
New Zealand,2018,1.598297038
OECD members,2018,1.932468123
Oman,2018,0.881302104
Other small states,2018,2.647070733
Pakistan,2018,5.078057259
Panama,2018,0.761578359
Peru,2018,1.50915423
Philippines,2018,5.309346616
Palau,2018,2.109704641
Papua New Guinea,2018,4.374489215
Poland,2018,1.812951565
Pre-demographic dividend,2018,2.96760366
Puerto Rico,2018,
"Korea, Dem. People's Rep.",2018,
Portugal,2018,0.993715683
Paraguay,2018,3.975610157
West Bank and Gaza,2018,-0.195107774
Pacific island small states,2018,2.896219323
Post-demographic dividend,2018,1.794711852
French Polynesia,2018,
Qatar,2018,0.255815383
Romania,2018,4.625484431
Russian Federation,2018,2.878297236
Rwanda,2018,-0.31121016
South Asia,2018,3.331395164
Saudi Arabia,2018,2.45814158
Sudan,2018,63.29250735
Senegal,2018,0.460985642
Singapore,2018,0.438620118
Solomon Islands,2018,3.46147485
Sierra Leone,2018,16.02954477
El Salvador,2018,1.090330006
San Marino,2018,
Somalia,2018,
Serbia,2018,1.959840763
Sub-Saharan Africa (excluding high income),2018,4.274621986
South Sudan,2018,83.50152949
Sub-Saharan Africa,2018,4.092978193
Small states,2018,2.280053269
Sao Tome and Principe,2018,7.868596289
Suriname,2018,
Slovak Republic,2018,2.514037129
Slovenia,2018,1.73860862
Sweden,2018,1.953535301
Eswatini,2018,4.815061675
Sint Maarten (Dutch part),2018,
Seychelles,2018,3.702918391
Syrian Arab Republic,2018,
Turks and Caicos Islands,2018,
Chad,2018,4.274621986
East Asia & Pacific (IDA & IBRD countries),2018,2.828715785
Europe & Central Asia (IDA & IBRD countries),2018,2.613234248
Togo,2018,0.927755426
Thailand,2018,1.063897542
Tajikistan,2018,
Turkmenistan,2018,
Latin America & the Caribbean (IDA & IBRD countries),2018,2.272059872
Timor-Leste,2018,2.29424307
Middle East & North Africa (IDA & IBRD countries),2018,5.269650082
Tonga,2018,5.03209692
South Asia (IDA & IBRD),2018,3.331395164
Sub-Saharan Africa (IDA & IBRD countries),2018,4.092978193
Trinidad and Tobago,2018,1.018569302
Tunisia,2018,7.30759176
Turkiye,2018,16.3324639
Tuvalu,2018,
Tanzania,2018,3.494458489
Uganda,2018,2.61601191
Ukraine,2018,10.95185594
Upper middle income,2018,2.611223783
Uruguay,2018,7.606533604
United States,2018,2.442583297
Uzbekistan,2018,17.52417965
St. Vincent and the Grenadines,2018,2.324144854
"Venezuela, RB",2018,
British Virgin Islands,2018,
Virgin Islands (U.S.),2018,
Viet Nam,2018,3.539628059
Vanuatu,2018,2.330963796
World,2018,2.450362439
Samoa,2018,4.197458887
Kosovo,2018,1.053797737
"Yemen, Rep.",2018,
South Africa,2018,4.517165228
Zambia,2018,7.494571927
Zimbabwe,2018,10.61886587
Aruba,2019,4.257462043
Africa Eastern and Southern,2019,4.653664731
Afghanistan,2019,2.302372515
Africa Western and Central,2019,1.760111512
Angola,2019,17.07970441
Albania,2019,1.41109079
Andorra,2019,
Arab World,2019,1.048834037
United Arab Emirates,2019,-1.931081148
Argentina,2019,
Armenia,2019,1.443446608
American Samoa,2019,
Antigua and Barbuda,2019,1.431355982
Australia,2019,1.610767873
Austria,2019,1.530895642
Azerbaijan,2019,2.610571828
Burundi,2019,-0.686772171
Belgium,2019,1.43681957
Benin,2019,-0.705026635
Burkina Faso,2019,-3.23338934
Bangladesh,2019,5.591996399
Bulgaria,2019,3.103729448
Bahrain,2019,1.005820047
"Bahamas, The",2019,2.491235274
Bosnia and Herzegovina,2019,
Belarus,2019,5.59815595
Belize,2019,0.187069385
Bermuda,2019,
Bolivia,2019,1.83954505
Brazil,2019,3.732976212
Barbados,2019,4.100289645
Brunei Darussalam,2019,-0.390522069
Bhutan,2019,2.726430374
Botswana,2019,2.772864429
Central African Republic,2019,2.685373553
Canada,2019,1.949269024
Central Europe and the Baltics,2019,2.664561334
Switzerland,2019,0.36288618
Channel Islands,2019,
Chile,2019,2.557544757
China,2019,2.899234164
Cote d'Ivoire,2019,-1.10686344
Cameroon,2019,2.452802141
"Congo, Dem. Rep.",2019,
"Congo, Rep.",2019,2.206073058
Colombia,2019,3.523019327
Comoros,2019,
Cabo Verde,2019,1.106666743
Costa Rica,2019,2.096046353
Caribbean small states,2019,1.215949456
Cuba,2019,
Curacao,2019,2.622207834
Cayman Islands,2019,
Cyprus,2019,0.250370997
Czechia,2019,2.847875959
Germany,2019,1.445659769
Djibouti,2019,3.319253727
Dominica,2019,1.504623539
Denmark,2019,0.758131573
Dominican Republic,2019,1.81060377
Algeria,2019,1.951768211
East Asia & Pacific (excluding high income),2019,1.933213358
Early-demographic dividend,2019,2.757097276
East Asia & Pacific,2019,1.703978632
Europe & Central Asia (excluding high income),2019,3.103729448
Europe & Central Asia,2019,1.81669041
Ecuador,2019,0.266012515
"Egypt, Arab Rep.",2019,9.152799593
Euro area,2019,1.445659769
Eritrea,2019,
Spain,2019,0.699518994
Estonia,2019,2.277259312
Ethiopia,2019,15.80963217
European Union,2019,1.630522608
Fragile and conflict affected situations,2019,2.377587328
Finland,2019,1.02409393
Fiji,2019,1.773101825
France,2019,1.108254923
Faroe Islands,2019,
"Micronesia, Fed. Sts.",2019,1.923851708
Gabon,2019,2.464567562
United Kingdom,2019,1.738104601
Georgia,2019,4.852898217
Ghana,2019,7.143640033
Gibraltar,2019,
Guinea,2019,9.470010393
"Gambia, The",2019,7.115676256
Guinea-Bissau,2019,0.246600268
Equatorial Guinea,2019,1.53027529
Greece,2019,0.253007522
Grenada,2019,0.598149765
Greenland,2019,
Guatemala,2019,3.69998398
Guam,2019,
Guyana,2019,2.087230892
High income,2019,1.610767873
"Hong Kong SAR, China",2019,2.883208538
Honduras,2019,4.365871598
Heavily indebted poor countries (HIPC),2019,2.744038316
Croatia,2019,0.771820346
Haiti,2019,18.70378257
Hungary,2019,3.338586354
IBRD only,2019,2.557544757
IDA & IBRD total,2019,2.643281927
IDA total,2019,2.726430374
IDA blend,2019,2.206073058
Indonesia,2019,3.03058665
IDA only,2019,2.782611637
Isle of Man,2019,
India,2019,3.729505735
Not classified,2019,
Ireland,2019,0.939044481
"Iran, Islamic Rep.",2019,39.90734557
Iraq,2019,-0.19896538
Iceland,2019,3.013971792
Israel,2019,0.849783128
Italy,2019,0.611246944
Jamaica,2019,3.905100009
Jordan,2019,0.761514047
Japan,2019,0.468776159
Kazakhstan,2019,5.245476796
Kenya,2019,5.235859994
Kyrgyz Republic,2019,1.133622577
Cambodia,2019,1.942575008
Kiribati,2019,-1.813079953
St. Kitts and Nevis,2019,-0.329562064
"Korea, Rep.",2019,0.383000304
Kuwait,2019,1.091848027
Latin America & Caribbean (excluding high income),2019,2.174084133
Lao PDR,2019,3.322558813
Lebanon,2019,3.005389494
Liberia,2019,
Libya,2019,-2.162178835
St. Lucia,2019,0.539087559
Latin America & Caribbean,2019,2.252121914
Least developed countries: UN classification,2019,3.319253727
Low income,2019,2.802703079
Liechtenstein,2019,
Sri Lanka,2019,3.528393582
Lower middle income,2019,3.393419696
Low & middle income,2019,2.741763825
Lesotho,2019,5.187083592
Late-demographic dividend,2019,2.161762581
Lithuania,2019,2.33450938
Luxembourg,2019,1.743320757
Latvia,2019,2.811409201
"Macao SAR, China",2019,2.751930811
St. Martin (French part),2019,
Morocco,2019,0.303386037
Monaco,2019,
Moldova,2019,4.837783514
Madagascar,2019,5.610514415
Maldives,2019,0.220029731
Middle East & North Africa,2019,1.005820047
Mexico,2019,3.635961421
Marshall Islands,2019,
Middle income,2019,2.726430374
North Macedonia,2019,0.766439573
Mali,2019,-1.658266948
Malta,2019,1.642060018
Myanmar,2019,8.825066968
Middle East & North Africa (excluding high income),2019,1.951768211
Montenegro,2019,0.361563705
Mongolia,2019,7.301069536
Northern Mariana Islands,2019,
Mozambique,2019,2.802703079
Mauritania,2019,2.300092621
Mauritius,2019,0.40565519
Malawi,2019,9.370836056
Malaysia,2019,0.662891866
North America,2019,1.88073955
Namibia,2019,3.722394144
New Caledonia,2019,
Niger,2019,-2.489792651
Nigeria,2019,11.39642234
Nicaragua,2019,5.376289908
Netherlands,2019,2.633699102
Norway,2019,2.167730033
Nepal,2019,5.568685478
Nauru,2019,
New Zealand,2019,1.619631902
OECD members,2019,1.740712679
Oman,2019,0.133795057
Other small states,2019,1.858412191
Pakistan,2019,10.5783618
Panama,2019,-0.355083821
Peru,2019,2.252121914
Philippines,2019,2.392065344
Palau,2019,0.267379679
Papua New Guinea,2019,3.928672909
Poland,2019,2.227478809
Pre-demographic dividend,2019,2.377587328
Puerto Rico,2019,
"Korea, Dem. People's Rep.",2019,
Portugal,2019,0.33817841
Paraguay,2019,2.757097276
West Bank and Gaza,2019,1.580183336
Pacific island small states,2019,1.407199394
Post-demographic dividend,2019,1.625077255
French Polynesia,2019,
Qatar,2019,-0.666641125
Romania,2019,3.827854326
Russian Federation,2019,4.470366608
Rwanda,2019,3.34787655
South Asia,2019,3.628949659
Saudi Arabia,2019,-2.093333333
Sudan,2019,50.9940515
Senegal,2019,1.760111512
Singapore,2019,0.565260569
Solomon Islands,2019,1.63485544
Sierra Leone,2019,14.80499909
El Salvador,2019,0.075324135
San Marino,2019,
Somalia,2019,
Serbia,2019,1.849229845
Sub-Saharan Africa (excluding high income),2019,2.835145557
South Sudan,2019,87.24136415
Sub-Saharan Africa,2019,2.802703079
Small states,2019,1.517449414
Sao Tome and Principe,2019,7.720245252
Suriname,2019,
Slovak Republic,2019,2.664561334
Slovenia,2019,1.630522608
Sweden,2019,1.784150974
Eswatini,2019,2.598016203
Sint Maarten (Dutch part),2019,
Seychelles,2019,2.074764365
Syrian Arab Republic,2019,
Turks and Caicos Islands,2019,
Chad,2019,-0.971939175
East Asia & Pacific (IDA & IBRD countries),2019,1.933213358
Europe & Central Asia (IDA & IBRD countries),2019,2.889860737
Togo,2019,0.67465277
Thailand,2019,0.706728601
Tajikistan,2019,
Turkmenistan,2019,
Latin America & the Caribbean (IDA & IBRD countries),2019,2.087230892
Timor-Leste,2019,0.95881274
Middle East & North Africa (IDA & IBRD countries),2019,2.478578852
Tonga,2019,1.179543348
South Asia (IDA & IBRD),2019,3.628949659
Sub-Saharan Africa (IDA & IBRD countries),2019,2.802703079
Trinidad and Tobago,2019,1.00054293
Tunisia,2019,6.720075329
Turkiye,2019,15.17682157
Tuvalu,2019,
Tanzania,2019,3.46428058
Uganda,2019,2.867588034
Ukraine,2019,7.886717456
Upper middle income,2019,1.849229845
Uruguay,2019,7.881988709
United States,2019,1.812210075
Uzbekistan,2019,14.52573596
St. Vincent and the Grenadines,2019,0.913069725
"Venezuela, RB",2019,
British Virgin Islands,2019,
Virgin Islands (U.S.),2019,
Viet Nam,2019,2.795823675
Vanuatu,2019,2.762520194
World,2019,2.206073058
Samoa,2019,0.98232657
Kosovo,2019,2.675992026
"Yemen, Rep.",2019,
South Africa,2019,4.12024587
Zambia,2019,9.150316443
Zimbabwe,2019,255.3049908
Aruba,2020,
Africa Eastern and Southern,2020,7.321106434
Afghanistan,2020,
Africa Western and Central,2020,2.437608822
Angola,2020,22.27156431
Albania,2020,1.620886617
Andorra,2020,
Arab World,2020,1.612222204
United Arab Emirates,2020,-2.079403179
Argentina,2020,
Armenia,2020,1.211435778
American Samoa,2020,
Antigua and Barbuda,2020,0.625989707
Australia,2020,0.846905537
Austria,2020,1.381910634
Azerbaijan,2020,2.75980947
Burundi,2020,7.321106434
Belgium,2020,0.740791812
Benin,2020,3.022721197
Burkina Faso,2020,1.884439938
Bangladesh,2020,5.691074747
Bulgaria,2020,1.672440969
Bahrain,2020,-2.317706293
"Bahamas, The",2020,0.038521098
Bosnia and Herzegovina,2020,
Belarus,2020,5.548143575
Belize,2020,0.121434645
Bermuda,2020,
Bolivia,2020,0.940742153
Brazil,2020,3.211768038
Barbados,2020,
Brunei Darussalam,2020,1.940319966
Bhutan,2020,5.629365226
Botswana,2020,1.890359168
Central African Republic,2020,1.710156595
Canada,2020,0.716999632
Central Europe and the Baltics,2020,1.672440969
Switzerland,2020,-0.725874933
Channel Islands,2020,
Chile,2020,3.045490848
China,2020,2.419421895
Cote d'Ivoire,2020,2.425006568
Cameroon,2020,2.437608822
"Congo, Dem. Rep.",2020,
"Congo, Rep.",2020,1.795371471
Colombia,2020,2.526635001
Comoros,2020,
Cabo Verde,2020,0.605795808
Costa Rica,2020,0.724911478
Caribbean small states,2020,0.079977871
Cuba,2020,
Curacao,2020,
Cayman Islands,2020,
Cyprus,2020,-0.638422798
Czechia,2020,3.161295285
Germany,2020,0.144877926
Djibouti,2020,1.777407838
Dominica,2020,-0.727116413
Denmark,2020,0.420711974
Dominican Republic,2020,3.781031799
Algeria,2020,2.415130941
East Asia & Pacific (excluding high income),2020,2.406292144
Early-demographic dividend,2020,2.951922532
East Asia & Pacific,2020,1.280733619
Europe & Central Asia (excluding high income),2020,2.75980947
Europe & Central Asia,2020,1.205754634
Ecuador,2020,-0.338872393
"Egypt, Arab Rep.",2020,5.04493289
Euro area,2020,0.219064905
Eritrea,2020,
Spain,2020,-0.322753017
Estonia,2020,-0.444531098
Ethiopia,2020,20.35634686
European Union,2020,0.476498853
Fragile and conflict affected situations,2020,2.89819376
Finland,2020,0.290554556
Fiji,2020,-2.595243259
France,2020,0.476498853
Faroe Islands,2020,
"Micronesia, Fed. Sts.",2020,0.554594631
Gabon,2020,1.352761107
United Kingdom,2020,0.989486704
Georgia,2020,5.20246489
Ghana,2020,9.887289563
Gibraltar,2020,
Guinea,2020,10.60162034
"Gambia, The",2020,5.931276366
Guinea-Bissau,2020,1.140009394
Equatorial Guinea,2020,4.766695239
Greece,2020,-1.247983556
Grenada,2020,-0.740732597
Greenland,2020,
Guatemala,2020,3.214440622
Guam,2020,
Guyana,2020,0.993337023
High income,2020,0.568137177
"Hong Kong SAR, China",2020,0.250962021
Honduras,2020,3.46841178
Heavily indebted poor countries (HIPC),2020,3.46841178
Croatia,2020,0.154811375
Haiti,2020,22.79631136
Hungary,2020,3.326743858
IBRD only,2020,2.419421895
IDA & IBRD total,2020,2.940295143
IDA total,2020,3.476173727
IDA blend,2020,2.116490146
Indonesia,2020,1.920968006
IDA only,2020,3.582874546
Isle of Man,2020,
India,2020,6.623436776
Not classified,2020,
Ireland,2020,-0.334584625
"Iran, Islamic Rep.",2020,30.59413904
Iraq,2020,0.574162679
Iceland,2020,2.847924015
Israel,2020,-0.614412358
Italy,2020,-0.137707574
Jamaica,2020,5.226777793
Jordan,2020,0.333294351
Japan,2020,-0.024995834
Kazakhstan,2020,6.771545828
